/::L,"a、我又让你无语了，哈哈
b、以你的习气，要是腾讯规则每发一次emoji表情就收一次费，你就得破产了
c、心理学说喜欢用emoji表情表达自我的妹子内心很缺乏安全感呢
d、见到我这么开心啊/见到我会紧张啊/见到我会窃喜啊/见到我你很得意啊/见到我有怀孕的觉得啊（将一切表情与自己拉上联络）"
/::O,换个眼神我也认得你
/::T,"a、以你的习气，要是腾讯规则每发一次emoji表情就收一次费，你就得破产了
b、心理学说喜欢用emoji表情表达自我的妹子内心很缺乏安全感呢
c、见到我这么开心啊/见到我会紧张啊/见到我会窃喜啊/见到我你很得意啊/见到我有怀孕的觉得啊（将一切表情与自己拉上联络）"
/::d,"a、养肥点，可以把你拐到非洲卖个高价
b、别给哥放电，哥不吃这套/偷笑
c、上帝给你一双迷人的眼睛，你却用来翻白眼，资源浪费
d、又拿你天使的眼睛诱惑我
e、老实交代骗走了多少像我这样帅气的人"
/::|,/吓面对面三分鈡，看谁先脸红
/::~,撇嘴就不好看了，还是微笑吧
/:B-),"a、看到欧巴好开心哟
b、这小眼神，秒杀了多少像我一样的帅哥"
/:X-),这小眼神，秒杀了多少像我一样的帅哥
/:dig,"a、只挖一个鼻孔会变大
b、突然好嫌弃你，一天到晚就扣鼻屎"
/:hug,抱抱的时候应该闭上眼睛，尽情享受
/:jj,好害怕，我要矜持一点，万一你要榨干我怎么办
/:ladybug,要请我吃午饭啊，哈哈
/:share,在我的家乡，握手就是喜欢的意思
/:wipe,"a、不要拿你天使眼睛吓唬我
b、以你的习气，要是腾讯规则每发一次emoji表情就收一次费，你就得破产了
c、心理学说喜欢用emoji表情表达自我的妹子内心很缺乏安全感呢
d、见到我这么开心啊/见到我会紧张啊/见到我会窃喜啊/见到我你很得意啊/见到我有怀孕的觉得啊（将一切表情与自己拉上联络）"
/:xx,"a、下手温柔点，否则这辈了还不了你的情债啦/偷笑
b、果然最毒妇人心，打坏我脑子该你养我的哦/偷笑"
165，喜欢吗,刚好你可以跳起来亲我
20号左右，我回来提前告诉你好吗,弄得我心花怒放
27了还没拐个媳妇回婆家，太挑剔,你让我想起一首诗，从前车马很慢，书信很远，一生只拐一个人（展示浪漫特质，文学素养）
2b,医院很专业，他们已经有多次治愈自闭症的先例了，可以去那里试试看哦
2个月都没上班哦,那不错的，耍舒服了撒
38分钟、可以完成这美丽永恒的的邂逅,把这美丽永恒的邂逅还是留在有准备的时刻吧
3克油~~比我小的的小弟弟,"a、你到底是谢我还是谢小弟弟
b、你又没见过，怎么知道我的小弟弟比你小
c、啊？！你也有小弟弟"
50kg,那我抱得动你/::$
666,应该是999。因为据说6翻了（牛）
66，怎么能比我还自恋,你会不会有一种想睡我的冲动，如果你没有这种冲动，那就说明你不是一个正常的女孩
C阶段,发张香艳的自拍，让我有继续勾引你的欲望
Dddddddddddddddddddddddddddddddddddddddddddddddd,"a、一直光顶可能行，收回来再顶出去，是为了更有快感
b、你确定自己需要这么多小 dd 么
c、欢迎来我这里灌水，我不会举报的，但泡币到一定数量必须得拿来买我的帖呀，不然我一定做污点证人"
Hello,描述下自己正在做的事情（先给女生提供价值），注意尽量说一些高价值的事情，比如开会、开车等等
Hey,描述下自己正在做的事情（先给女生提供价值），注意尽量说一些高价值的事情，比如开会、开车等等
Hi,头像伸出了一个手，这个是:传说中的如来神掌
Hi/hello/hey/嗨,小生这厢有礼啦
Hi！小帅哥,"a、你从哪里看我小了，掏出来吓死你哦
b、你这搭讪方式可不怎么样，有点老套了
c、我发现你一个很大的优点----看人的眼光不错"
Loveyou。good nigh，希望所有的感觉可以出现在梦里,我尽情的享受着你带来的快乐，就像雷电般灿烂
Mua,Mua出了感觉要负责的
Ok，从此以后我不会再联系你,"a、想要我主动联系你就直说，还拐弯抹角的
b、要直接搬来我家住吗
c、那你现在赶紧借我点钱吧"
Who are you please,"a、想认识帅哥先做自我介绍吧
b、请说中文
c、这个真不重要，等我们多了解对方一点再说也不迟"
Xxxx（男:笑脸或者墨镜表情，测试展示面是否过关）,你的眼睛好像在说一句话
Xx（女生的名字），大江南北的哪里呢,你的附近
Yes,那就这么决定了，我们什么时候约场浪漫的邂逅
Yes， ido，我愿意,那我们现在就要改口了，你要称呼我为:老公。我想听你叫一声
[Concerned],"a、来个么么哒证明你的可爱
b、妹妹真乖，奖励你一个棒棒糖"
[Facepalm],你这是犹抱琵琶半遮面，不是害羞就是暗恋
[囧],你的脸没有辣么方啦
…,"a、刚刚看到你回眸一笑，所以过来跟你打个招呼
b、有句话说套路得人心、真诚难留人，幸福的套路呀
c、三个点代表咱们明天下午三点不见不散嘛
d、都无法用语言表达了，看来你入戏太深"
。,"a、一说想抱着你，你马上把自己的三点暴露出来算什么
b、你是专门研究标点符号的吗
c、小金鱼闷坏了吧，怎么吐这么多泡泡泡
d、沉默是金哦，你经常这样一定很有钱
e、这是在练习我的心灵感应能力吗
f、青蛙也没见吐这么多泡泡
g、都无法用语言表达了，看来你入戏太深"
一万句我爱你抵不上一句我娶你,"a、一万句我娶你抵不上一张新婚姻法
b、你希望我们的爱情这么快就走到坟墓里去吗？请回答 yes or no
c、那句话要等把你的嫁妆搞清楚才能说的
d、是不是想要我快点娶你了"
一下变这么好有点不适应哈,今天出门捡到了10块钱，心情好呀
一下子就发现了,你的眼神很好呀
一个人也可以去啊,一个人去，我害怕
一个人在家真无聊，有什么好玩儿的嘛,再拉一个人一起无聊就不无聊了（坏笑）
一个人在寝室,无聊的话可以找我聊天啊，陪聊费给你打个2折
一个人睡觉，我怕,你记得把被子盖好，凌晨4点我会从被子爬出来的--我已经赤身裸体在温暖的床上
一个人过挺好的,是的，而且我看的出来你渴望有个能疼你给你安全感的朋友
一个大男人逛什么街,"a、不然你帮我买内衣裤吗？
b、我帮着把马路压平点，这样你上了年纪就不容易摔跤了
c、遛你啊"
一个好消息，一个坏消息，你想先听哪个,"a、有两个回答，一个是都想听，一个是都不想听，你想要哪个
b、消息不论好坏都没关系，关键我想看你讲话的样子
c、祸兮福所倚，福兮祸所伏，讲哪个都一样"
一个月最少一万,那你工作范围可就广了哈哈哈
一个月赚多少钱,"a、你干嘛的
b、想不到你这么现实。。。感兴趣的只是我的收入而已
c、我不能说，说多了会被你绑架勒索，说少了会被你遗弃路边的
d、说不准，我们这种做慈善的，运气好了几百万都能用，运气不好还得倒贴，天天买福利彩票呀"
一个离了婚的女人，还生过孩子的女人,希望你不要给自己那么多的枷锁，来点温柔与浪漫
一会聊了！有点事,好的，我也先忙了
一出来觉得好热,那就少出去晒太阳
一切皆有可能,"a、你这是给李宁打广告吗
b、比如我和你吗（坏笑）"
一千个人眼里有一千个哈姆雷特,可是我眼里只有一个你
一句心疼就完了,那出来，我抱一抱嘛
一听到吃就鸡冻,标准小吃货一枚，鉴定完毕
一堆沙子是松散的，可是它和水泥、石子、水混合后，比花岗岩还坚韧,你是想说一个什么大道理吗
一大早就这么暖，知道现在是春天,春天也好、冬天也罢、保持着最初的初心、只想你更好
一天坐到晚，总得要动动啊,嗯嗯，不然就要瘫痪了
一失足成千古恨啊，痛心疾首,挥一挥衣袖，让往事随风而逝
一定会有机会的,我怕繁华落尽、也没有机会了
一样欢迎来作客,坐着发现你的世界，然后不肯走怎么办
一点情趣都没有,原来你喜欢坏坏的我
一点精神都没,所以和我聊天，是不是就变好了
一点绅士风度都没,绅士都是披着文明外衣的狼而已，你不知道
一点都不开心啊,想不想打人嘛
一点都不成熟稳重，简直就是个碎娃，我真服了,还不是为了配合你演出
一片绿箭,还原最真实的我
一生只够爱一个人，这段话我很喜欢,这是我们第二个默契
一直把你当弟弟,"a、你是女的还想有弟弟
b、我不会嫌你老的
c、我也有个小弟弟哦，改天在合适的时间拿给你看，我保证你们会玩的很开心
d、那怎么行，我一直把你当奶奶呢，我又想吃奶了，少奶奶的奶奶好大"
一直把你当最好的朋友,"a、太棒了！加上你这张我就攒齐500张好人卡了，是樱木花道的十倍哦
b、好到可以 sc 的那种
c、然后终于在这一刻领悟到要当我是最好的男朋友了是吗
d、这也不行那也不行这是哪门子好朋友，你对朋友太不厚道了"
一直都这么幽默吗,其实你努力一点，你会发现我很多优点的/偷笑
一看就知道啊,这么聪明伶俐，我喜欢
一瞬间不喜欢你了,我们分手吧
一碰到语气词，就觉得受到了忽视,哈哈，你怕我忽视你吗，怎么会
一脸懵逼,可能是被自己帅得都晕了吧
一般都是和朋友出去玩的啊,"a、我把你借给朋友去玩，他们至少得请我们吃个饭吧
b、那些朋友里面有没有美女给我介绍两个呗"
一般，不是很漂亮,好喜欢你的样子，太精致了，跟艺术品一样
一起吃狗粮吗,"a、扔掉你的狗粮，给你一颗缠绵的棒棒糖（吃了我的糖就是我的人）
b、吃了我的糖就是我的人
c、扔掉你的狗粮，给你一颗缠绵的棒棒糖"
一起吃饭不,你要请我吃好吃的呀
一起看诗和远方,这是我一直都想的，对了，我应该怎么称呼你
一辈子真的不长，该珍惜的彼此珍惜吧,恩，我们终于有一个观点达成共识了
一辈子都不会忘记的事,"a、不会忘记吃饭睡觉
b、你请我吃饭，那将是我一辈子也不会忘的事"
一边去,"a、哪边？你的左边还是你的右边
b、你是要我去床的哪一边"
一边看日出一边看你,哎呀，你想的真是周到啊，我就这么被你糟蹋了
一颗心只能装一个人，如果能装两个人你就不是人,"a、上过高中的人都知道，心是分成两瓣的，左心房和右心房，左心房里面住着我最爱的女人，右心房里面住着最爱我的女人
b、伟大的老师心系全班同学，竟然被你说成不是人
c、你爸妈心里除了对方应该还有你吧
d、对，确实不是人，以后请叫我爱神
e、心是用来维持生命的，不是用来装人的
f、我是神
g、我的心里装了很多人的，我爸妈、我爷爷奶奶、我的兄弟姐妹，还有我自己。那你心里装的唯一的一个人是谁"
一黑毁所有,黑黑的是健康色
七八天才回个信息，真有心了,最近确实也在忙的，以后再也不会这样啦
七夕情话（异地恋情侣调情）,"a、你在的时候，你是一切；你不在的时候，一切是你！
b、我说，在看不到你的时候，就是我最寂寞的时候
c、给你讲个故事，这故事很长，所以我长话短说，我想你了"
万一你把我卖了怎么办,怎么舍得呢，做苦力多好
万一她哪天又找你呢？我可不想当个什么备胎，从来没有过,分了、就不可能再来、带点微笑就好，虽然之前的几个女友、都有找到我复合，但是我有我原则
万一我很丑，你会不会很失望,能像你这么谦虚的人不多，见我的时候记得带上你所有的温柔就好
万一我是照骗咋办,拔腿就跑/偷笑好看就拐回婆家
万一我真人好丑呢,不是有句话这么讲的吗，自己约的泡含着泪也要打完，自己选择的东西就不要后悔，如果怕后悔就不要选择
万一抱出感觉了怎么办,我要欺负一下你，哈哈
万一有别的妹子呢,我跟你一样要求高/傲娇
万一有毒,我可以给你做人工呼吸/偷笑
万年没遇到能让我找回少女心的人,/不晓得你在讲什么叼东西
三个字，八个字母，说出来,"a、i love you。。。。你想对我说就直说，干嘛非得要我帮你说出来
b、qin yi xia---亲一下
c、我最讨厌中国人放着好好的国语不说，非对着同胞放洋屁"
三杯喝的表情,一家三口，刚刚好
上了年纪就会胖的,中年发福嘛
上天派你下来在转角处，遇见了一大波美女,原来你就是那个大波的美女
上得厅堂下得厨房，斗得过小三打得过流氓,那宝宝可以做一件事情了
上次你帮了我的忙，我都不知道该怎么谢你了,只要不以身相许，怎么感谢我们都接受
上次你跟我视频，有感觉吗,脸红，这样了
上次我们见过面，我忘了你叫什么，你叫,我们什么时候见的面？我通常看人留名字的
上次看到的距离是5。20,你是通过这样的方式来表白吗
上海怎么样,在上海魔都这个城市，我觉得他是个纸醉金迷的世界，因为我们为了活着而活着，多数人的表情都是冷漠的，在大街上我有一些朋友，他们会注意着他们的丝袜和高跟鞋，注意着他们的腰够不够细，注意这他们的香水，是不是 chanel 或者是 dior
上班,能开个小差调皮调皮会么
上班/::<还迟到了/::<,扣工资扣工资扣工资，老板有没有说，重要的事情说三遍
上班啊,那就好好工作呗
上班啊大哥,那就好好工作吧，下班了再聊
上班啊，还能干嘛,那就好好工作吧
上班好累,"那为什么不逃进我的怀抱，让我肩膀做你永远的依靠（关系升级）"""
上班挣票,对呀，才有钱买大花轿
上班挣钱哪有不累的呀,做自己喜欢的工作就会好些
上班没有,Ps:根据自己实际情况回复便可
上班（男:在干嘛呢？）,能开个小差调皮调皮会么
上班，视频鬼啊,上班是鬼，那我下班了看人吧
上课啊,那就好好学习，下完课再聊
上这么久的班累不累,当然累呀，但想到你就不累了，你是不是有什么特殊技能呀
下午好,有你的下午才叫好
下午有节目,什么节目，很精彩吗
下午考试还没复习现在才想起来,没考好看我不打你屁股
下午茶,享受这份宁静与安然
下午语音,/ok记得嘴甜一点，礼貌温柔
下午还有事呢,那就晚上呗
下次你再穿成这样子，不要和我逛街了,"a、下次和我逛街，别再唧唧歪歪的了
b、不和你逛街的意思是说我这身行头更适合与你开房对吗
c、你如果看不下去可以逛街给我买新衣服
d、如果你还不去整容，也不要和我再逛街了
e、怕我抢你的风头？放心，我会适当收敛的"
下次吧,"a、今朝有酒今朝醉
b、拉钩/勾引
c、行，今天正好我也有事要办，下次再约"
下次吧哈哈,那也要有个时间吧，要不然我们都打嘴炮了
下次我吻你耳朵后、你还想我吻什么部位,脖子
下次我找你出来，你又不回复怎么办，又错过了时间呢,那你不会提前说吗
下次我找你的时候，你能不能快点回复,我工作的时候、还有开会的时候，不能看手机
下次见你我就带口罩/::$,非得要人家强吻么
下次见到再说啦,人生无常，谁能保证我们下次见到不是在六十岁以后呢
下次还有机会的,那我们下次再约呗
下班了啊,"a、下班了，怎么安排，要不约你吃个饭
b、那你回家了找你聊，路上少玩手机
c、ps:根据实际情况回答便可"
下班了啊准备回家的,路上注意安全，到家了再聊
下课了啊,上课的时候是不是想我了，下课了就这么兴奋
下雨了啊,最美不是下雨天，而是和你躲过雨的屋檐
下雨了，不要来了，别淋到，可能这就是考验吧,我也苦苦挣扎了好久，发现如果我不去给你送伞的话，晚上就没人给我做饭了，那我可亏大了
下雨了，怎么办啊,难道你没带伞
下雨好烦啊,杰伦唱的，最美不是下雨天，哈哈
下雨心情不好,嗯嗯下雨天会让人觉得有些伤感落寞，不过只要心里装着太阳，到那里都是晴天了
不,"a、宁做真小人，不做伪君子
b、爱妃，几日不见，变得如此的矜持"
不一定，这两天忙着复习，明晚考试，周六报了个插花班,到时候你方便吧、不要到时候又说大姨妈喝不了酒
不上你鸟我啊,鸟是口交
不下田怎么栽秧啊,没有耕耘就没有收获
不不不（男:宝宝想我啦）,好好说话
不乖哦,"a、你也知道你不乖啊，那还不乖乖把 pp 伸过来给我打
b、我要乖起来你一比较肯定望尘莫及了，所以我把这个可爱的好习惯让给你，让你可以更讨我喜欢
c、给个标准示范，你乖一个我看看"
不乖，哼,可以不漂亮，可以有性格，但是不肯乖乖的，宁可不要，再漂亮都不要
不了解所以不敢多说，不好意思哈,竟然上天让我们相遇、说明我们在对的时间相缝了
不亲你没刷牙,我吃了5毛的糖口香糖
不亲，嫌弃你脸上的环形山和小痘痘~嘿嘿,"a、就是因为想你睡不着觉才害我内分泌失调变成这样的，你更加应该补偿我了
b、满面的环形山，山上种着很多豆豆，要给它们浇水才能茁壮成长，但水从哪来，从你身上来，所以我是来取水的
c、这证明我是一个站在山顶上满面青春的男人"
不会,只要有心，没有不会的
不会做饭,学厨师到新东方，挖掘机找蓝翔
不会吧，有点不敢相信,骗你是小狗
不会呀（男:你会想我吗？）,会的
不会啊看电视啊听歌啊等等,最近就是没找到好看的电影，给我分享分享
不会啊，看电视啊听歌啊等等,最近就是没找到好看的电影，给我分享分享
不会打扰到的,不过我懂得分寸，你的应酬忙碌工作的时候，我都不会打扰
不会是有了吧,如果能当爸爸，我会很开心
不会有的,希望还是要有的
不会洗衣，做饭的男人将来肯定不是好男友，好丈夫,"a、我都会，但我只为我爱的和值得的女人做这些，你还有很远的路要走
b、老想着让男友和丈夫洗衣做饭的女人将来肯定不是好女友，好老婆"
不会玩游戏啊,想学我教你啊
不会自我介绍,姓名年龄性别三围都不会
不会，不要睡，蹂躏一下还是可以的,你就是想践踏我的身体，拿了多少钱给我，你作为一个女孩子能不能矜持一点
不会，我说了会对你负责就一定会,我脸红，给你一个么么哒
不信,"a、你对你的体重这么有自信
b、信杜哥得永生"
不信你能操哭我,试过子宫口被顶痛的感觉吗
不信，哪里抄的,开什么玩笑、就这么不相信我的文采吗、你就不相信我可以把你弄的不要不要的么
不做（男:明天早上给我做早餐）,那你不乖了，我要打你屁股
不关你的事，你就不要管了,"a、我以后就想做城管，现在先练练手
b、我天生就是那种路见不平拔刀相助的类型"
不出你还挺有品位捏,"a、其实很简单的，任何有关品位的东西跟你持相反观点就行了
b、对事物的品位我还行，但对人的品位就惭愧了，比如我竟然会喜欢你。。。
c、我曾经很有品位，可是最近堕落了——我居然看上你了"
不出去,"a、就看你敢不敢不打开一扇窗，说不定会看到更美的风景；不打开一扇门，怎么知道是天堂还是地狱
b、聊一辈子也不可能懂一个人就算他是那个懂你的人"
不去,爱妃，几日不见，变得如此的矜持
不去下午要出去逛街,"a、你在街上是没有回头率的，但如果在我身边的话结果就完全不同了，我可以委屈下帮你这个忙的
b、你要去街上搭讪帅哥吗？那会吓到人家啦
c、去逛街就难免 shoping，去我那边实际是变相在帮你省钱哦"
不去天太热了,"a、你不知道有种机器叫空调吗
b、夏天多排汗有益身体，尽管你的身体再怎么排也救不回多少了
c、把衣服脱掉会凉快很多，而且我也不介意你脱光了走在我身边"
不去，因为本来就是不靠谱的事,"a、你见到我以后觉得再看其他男人都是不靠谱的事了吗
b、去嘛，我很想给他们介绍你，让他们知道女朋友一定不能找这么冷漠的
c、那我就领他们来看你吧，反正他们都挺喜欢逛动物园的"
不叫,你不乖哦
不可以么有脾气么,可以用，有脾气的才可爱嘛
不可以！（我说了“你太可爱了，我都想亲你一下！”后）,"a、当然不可以，你的先付我亲吻费
b、我知道你嫌少，那亲两下总可以吧
c、我说想亲，又没说要亲，你想得比我还多哦"
不可以，进展太快了,有的人相处很久都不知道彼此喜欢什么，有的人几句话就能倾尽所有，我想我们应该是后者
不可能吧,因为我的内心存满了你
不可能每次这样啊,嗯嗯，这样可不是很好啊
不吃早饭你不听话哦,"a、不吃早饭是不动嘴，跟耳朵听不听话没关系好吧
b、乖，还是你比较听话，帮我把那份早饭吃了
c、听你话了就给我 sc 么"
不吃糖,你是自带蜂蜜，招花引蝶吗
不合适,"a、世界上没有天生合适的人，所谓的合适，是经过相处磨练出来的
b、相似的人只适合玩闹，互补的人才能终老，就像大豆和磨盘得磨合才能成豆腐"
不吓你，吓谁啊,那我申请一下专利，以后只能吓我
不吓死别人都好了,你拍鬼片，卸妆就可以拍戏了
不告诉你,"a、不说是要我亲自去揭晓谜底嘛，这暗示得好明显
b、嗯我知道你想等到晚上做梦的时候告诉我
c、那只能做一件事了"
不喜欢,幽默风趣懂情调还会烧菜做饭公主抱，这样的宝宝你不喜欢吗
不喜欢单生狗,难道你喜欢已婚的
不喜欢单身狗,难道你喜欢已婚的
不喜欢吃冰激凌，我要吃肉/可怜,肉肉容易长胖，留给我来消灭它
不喜欢和陌生人聊,刚才过了三秒，我们已经认识了
不喜欢太瘦,那就平时要多吃点
不喜欢我是病，得治,"a、喜欢你更完蛋，那是不治之症
b、用爱情毒药以毒攻毒吗
c、自恋到认为全人类都要喜欢自己的病情更严重，我愿意让你插队先接受治疗"
不喜欢戴眼镜的,我也不喜欢戴眼镜的，特别是有色眼镜
不喜欢玩游戏啊,嗯呢，那这个习惯挺好的
不喜欢追那就别追了，我这个人本来就特别难追,"a、我喜欢的是两个人互相吸引自然而然的在一起
b、是啊追到了也不合适，还操心"
不喝😂,不喝奶粉就不尿床了哈/偷笑/偷笑
不回,"a、因为陌陌就是一个错过的地方很多人就这么错过了也包括懂你的人
b、我们的第一个默契，就是我不说话，你也沉默"
不回话,我们第一个默契就是你不说话，我也沉默
不在于颜值,是的，所以我平日走内涵路线居多
不够,哈哈，你的要求怕是有点吓人哦
不够完美,世上就没有完美的人，乖乖
不够暖心,暖了你就是我的人了
不够爷们,你喜欢man一点的
不太了解你,跟你在一起那么久了，我们也有很深的了解。我觉得我们应该把心打开，我对你有好感，我相信你也是，男人跟女人有时因太多的心照不宣而错过了一些事
不太信,。我们虽然在变成熟，但是也会更世故，多少美好败给对未知失去好奇心
不太好，没有人关心我,看到你微博，世界上除了爸爸没其他男人了，这是不对的，其实我并没有像你那样消极
不夸了不夸了，怕你傲娇,一直在谦虚的道路上进步
不好吃,这个厨师没有上过新东方
不好好学习怎么了,据说:读书不好好学习的，以后找的工作都很好
不好好学习的，以后找的工作都很好,那你是喜欢好好学习的还是不好好学习的
不好好说话我删你,"a、不要以为长得美就可以乱来
b、像范冰冰都30多岁了，至今没有我的微信号，但是你有，要珍惜"
不好意思,没关系请我吃一顿烧烤就好了（实在不行，就两顿）
不好意思啊,别那么客气，我都不好意思了
不好意思忘了,"a、没关系，请我吃一顿饭就好了
b、那你怎么补偿我嘛"
不好意思我不喜欢个子矮的男生还是做朋友吧,"a、我不会嫌你没有自知之明的
b、我躺下来海拔比较高，你要试试吗
c、高个子你够得到吗"
不好意思误解你了,没关系，多请我吃几顿饭就可以了
不好意思，周六我有约了，有空再说吧,"a、不用不好意思的，下次也让我放你一次鸽子就行
b、好，那就把你这周的机会让给别的女孩了"
不好意思，我不喜欢个子矮的男生，还是做朋友吧,你这样说的话，高个子的估计也看不上你
不好意思，昨天太忙了，没能回你电话,哦，没关系！今天你再给我打一次，我不回你，这样我们就扯平了
不好意思，昨天睡得早,"a、实在觉得愧疚的话，就请我吃个饭吧
b、昨天发生了什么事让你睡的那么早，是不是有什么不开心的
c、没事，请我喝点啥就可以了"
不好意思，昨天答应你的事情又给忘记了，瞧我这记性,再过几天，不会连我是谁都忘记了吧
不好意思，有点事，不去了,真替我着想，刚准备推掉那个
不好意思，来晚了（约会见面mm迟到）,"a、哪有哪有，只是比约定晚个1个小时，点都不晚嘛~~
b、没事，刚好和一靓女聊完天"
不好意思，来晚了（约会见面妹子迟到）,哪有哪有，只是比约定晚个1个小时，点都不晚嘛
不好意思，没有打扰您吧,"a、别这么客气，反正我们不怎么熟
b、那如果打扰到了你怎么补偿我呢"
不好意思，这么晚给你打电话过来,没关系，明晚我也会以同样的方式骚扰你的
不如付出一次真心，说不定会有别人收获不到的收获,我觉得可以试试
不客气,"a、亲你一下，不是你叫我不客气的吗
b、客气是中华民族五千年的传统美德，怎能轻易舍弃
c、谁跟你客气了"
不帅,挺好，起码我确定你加我不是垂涎我的美色
不帅（男:我帅吗？）,挺好，起码确定你加我不是垂涎我的美色
不带你这样欺负人的！！你真让我头疼,"a、我从不欺负人，只是偶尔欺负下小猫小狗
b、欺负是在磨练你的意志，等你什么时候头不疼了就可以来磨练我的身体了
c、虽然你长得有点像孙猴子，可我也不是唐三藏，你头疼关我白龙马事"
不带这样欺负人的把,有点老实有点坏，有点可爱有点帅
不带这样玩得/::<,也可以换个方式
不干,拒绝我有违天命，不是痛经就是痛心[Smart][Smart]
不开心,姑娘笑一个，好不好
不开心的讲出来也于事无补啊,不讲出来，憋成神经病了怎么办
不忙啊,"a、不忙的话麻烦帮我去买个盒饭送过来，跑腿公司太贵了，谢谢
b、不盲怎么看到我这大帅哥不抱过来呢
c、正好我也不忙，在这天时地利人和的日子，你请我吃饭吧"
不忙就出来，忙就不行,"a、不忙，工作已经堆了一堆了，也不差这一天，说不定看到你后会很有工作灵感呢
b、工作效率高的人，每时每刻都是这样的悠闲。你很忙呀？工作效率低的人，总是每天忙的要死。一直很想爱
c、忙啊，正忙着约你
d、忙里偷闲跟你约个会"
不忙而已,那正好可以聊聊天
不怕其它女人生气,分手不久，那已成过去了
不急没事，有时间再给吧,好的，好久空了给我说吧
不性感不会买，全都是黑色蕾丝,相信跟你一起，每天都有新鲜感
不想上班,你为国家考虑一下，不要拖国家后腿
不想再黑了,那就少晒点太阳
不想去猜测，怀疑，如果真心真诚以结婚为目的，就不会去想这么多！尝试，没有准备，玩玩，不如保留当下！还有一份美好感觉,跟着感觉走、感觉到位了、便手拉手、唱着歌、月光洒在脸上、搂着入睡
不想叫,我喜欢真实简单一点、不喜欢那些磨磨蹭蹭的
不想呀,大白天睁着眼睛说假话真的好吗，就这么愉快决定了，我定晚上八点左右的那场
不想和你好,"a、现在不想，晚上想是吧（害羞）
b、那我和你好嘛"
不想理你,"a、建议你别继续看下去了，不然很容易爱上我的
b、我挺怕那种不成熟的爱情因为一点点小事争吵互相不信任我可不想自己的爱情被这样破坏，也不希望跟带一个小朋友一样那样的恋爱方式
c、是不是有什么难言之隐才这样回避我，讲出来，让我陪你一起纠结吧
d、现在是最后通牒，你要是再这么对我冷暴力，我就报警了
e、哎呀，又调皮了啥
f、我了解你，你歇一会就会好了"
不想配合,万水千山总是情，配合演出行不行
不想鸟你,关键你没有鸟啊
不想鸟你/不想理你,"a、你是被哪个坏哥哥欺负，不开森了嘛！
b、关键你没有鸟啊"
不愿意说算了，不稀罕,你都还没有用美人计呢
不愿意跟别人说以前的事儿了，因为会哭呀，不想每天那么伤心的过,有一首歌叫放过自己，这首歌挺好的，一辈子还长，要学会忘记以前的一些不开心的事
不懂,"a、感觉你像两头猪（因为一头已经不能形容你的蠢了）
b、看你小时候没好好上学，这么简单的一个陈述句，都听不懂"
不懂就不懂吧，你也不需要懂,嗯嗯你们小盆友的异想世界，大人看看就好
